Sample_ID,Plot_ID,Site_ID,Date,Treatment,Subplot,Patch,Elevation,Precip_mm,Temp_C,ANPP,Surf_R,Crust_R,Crust_Rcode,Crust_b,Crust_S,Crypt_Cov,Crypt_CovCode,Erosion_cov,Deposited_Cov,Foliage_cov,Basal_cov,Litter _cov,Litter_class,litter_origin,Litter_inc,Litter_dpth,Litter_complex,Texture,Plant_R,Stability_ind,Infiltration_ind,Nutrient_ind,Foliage_Cover_<0.5,Logs_<0.5,Compost,Rock,Bare_soil,Fol_cov_Shrub_>0.5m ,FC_Tree>0.5m high,FC_ Other_ >0.5m ,dist_Tree,Bare_rock,Foliage_Cov_all,MIR_HUM,MIR_POC,MIR_ROC,MIR_TOC,MIR_TN,MIR_C_N,P_mg_Kg,pH,EC _microS_cm,Total_PLFA,Gram_pos_bact_comm,Gram_neg_baterial_comm,General_bacteria_comm,Actinobacteria_comm,Fungi_comm,Protozoa_comm,arbuscular_myc_comm,Fungi_Bact,Litter_totalwt,Sticks_bark,Leaves_treeshrubs,Leaves_und,Coarse_frass,Fine_frass,Seed_fruits_gms,Richness_reprod,Abund_fruits,Abundance_inverts,Invert_richness,abund_inver_m3,invert_R_m3,AB,BG,CB,N/AG,PHO,XYL,LAP,well_wieght,Ala,Ara,Arg,Asp,Mal,Raf,Suc,H2O,Xyl,reads.fungi,obs_richness_fungi,chao1_richness_fungi,obs_shannon_fungi,obs_richness_fungi_ArbuscularMycorrhizal,obs_richness_fungi_Ectomycorrhizal,obs_richness_fungi_OrchidMycorrhizal,obs_richness_fungi_PlantPathogen,obs_richness_fungi_WoodSaprotroph,chao1_richness_fungi_ArbuscularMycorrhizal,chao1_richness_fungi_Ectomycorrhizal,chao1_richness_fungi_OrchidMycorrhizal,chao1_richness_fungi_PlantPathogen,chao1_richness_fungi_WoodSaprotroph,obs_shannon_fungi_ArbuscularMycorrhizal,obs_shannon_fungi_Ectomycorrhizal,obs_shannon_fungi_OrchidMycorrhizal,obs_shannon_fungi_PlantPathogen,obs_shannon_fungi_WoodSaprotroph,relabund_fungi_ArbuscularMycorrhizal,relabund_fungi_Ectomycorrhizal,relabund_fungi_OrchidMycorrhizal,relabund_fungi_PlantPathogen,relabund_fungi_WoodSaprotroph,reads.bacteria,obs_richness_bacteria,chao1_richness_bacteria,obs_shannon_bacteria,obs_richness_bacteria_copiotrophic,obs_richness_bacteria_oligotrophic,chao1_richness_bacteria_copiotrophic,chao1_richness_bacteria_oligotrophic,obs_shannon_bacteria_copiotrophic,obs_shannon_bacteria_oligotrophic,relabund_bacteria_copiotrophic,relabund_bacteria_oligotrophic,moisture_%
557CT,557,Dogleg,20.02.19,Rehab,C,T,790,1001.35,10.54,451.58,3,2,6.66,0,0,0,0,4,4,2,2,90,5,1.5,2,88,15,3,2,73.17567568,59.7983871,51.28205128,10,0,0,0,0,0,55,0,0,0,55,1.34,1,0.64,3.42,0.263492017,12.97952036,39.09244139,5.49,75.1,24.79811695,2.765851149,6.052667986,3.226344658,1.301084445,2.314444794,0.399949926,0.551028918,0.220267898,496,158,73,2,102,48,4.9,1,75,0,0,0,0,21.3,159.5,44.3,69.5,190.7,18.9,56.6,0.316041667,0.436002723,0.489137334,0.474225981,0.571493856,0.606332786,0.605101692,0.705350176,0.453992457,0.492774455,31604,537,754.8,3.68057662,2,40,4,10,11,2.5,42.57142857,5,11.5,17,0.636514168,1.622072651,0.531393015,1.72932726,0.401538846,0.000215023,0.271717317,0.004228784,0.005877294,0.120914564,35210,3535,4657.385816,6.990852873,1160,740,1500.196035,1008.403226,5.860820061,5.567413302,0.372587781,0.236797515,5.48
557DO,557,Dogleg,20.02.19,Rehab,D,O,790,1001.35,10.54,451.58,2,2,6.66,0,0,0,0,4,4,3,2,85,5,1.5,2,81,15,3,4,73.17567568,57.78225806,48.71794872,10,0,0,0,5,0,70,0,1.5,5,70,1.53,1.28,0.78,4.35,0.323578392,13.4434193,37.83768576,5.88,38.9,29.92704187,3.18765525,5.959381757,4.047484103,1.377297181,4.574146363,0.467889647,0.633634102,0.403714117,530,139,66,2,69,43,4,2,73,2,1,8,4,37.3,165.5,34.9,120.1,143.9,29.5,111.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67697,835,1167.232143,4.798095918,2,36,3,36,10,3,48.1,3,42.05,16,0.693147181,1.828187666,0.649687713,1.490237052,2.211068871,0.000143349,0.280676606,0.001576835,0.065223624,0.001075115,65457,4299,6379.495261,7.260784538,1451,858,2137.054717,1202.026627,6.240470121,5.808210091,0.392403276,0.226301421,6.47
557DT,557,Dogleg,20.02.19,Rehab,D,T,790,1001.35,10.54,451.58,3,2,6.66,0,0,0,0,4,4,2,1,95,5,1.5,2,83,15,3,2,73.17567568,57.78225806,48.71794872,5,0,0,0,0,0,90,0,0,0,90,1.35,0.94,0.71,3.55,0.26118772,13.5917569,21.39769746,5.89,57.3,22.23675206,2.847887396,5.540350969,3.163848472,1.268418922,1.90958721,0.203321791,0.637805396,0.189875639,617,234,93,4,99,73,4.3,4,53,6,2,24,8,4.6,51,13.1,18.8,54,6.8,258.5,0.316041667,0.490025338,0.485459235,0.489488798,0.508792479,0.484437065,0.507546584,0.475088994,0.419975938,0.403917192,31815,641,853.0046729,4.444460519,2,35,2,19,11,2.5,49.4,2,59.5,13.66666667,0.636514168,1.069755554,0.271189373,1.562888342,1.024820924,0.000215023,0.176963876,0.000931766,0.014334862,0.01978211,35518,3823,4856.388956,7.207208468,1299,783,1654.38664,967.5,6.232996622,5.471011906,0.396451097,0.242163231,6.61
558AO,558,Dogleg,20.02.19,Rehab,A,O,765,989.39,10.65,452.59,4,2,6.66,0,0,0,0,4,4,3,1,70,4,1.5,2,50,12,3,4,69.7972973,53.75,43.58974359,5,0,0,10,15,0,0,0,1.3,25,0,2.95,3.07,1.53,9.82,0.66465822,14.77451073,41.94790659,6.36,99.9,32.41313919,3.408537512,8.014826223,5.24534324,1.677872413,2.714194405,0.492046826,1.171429383,0.188690342,351,77,56,1,68,34,4.5,2,42,0,0,0,0,41.3,200.9,100.4,91.5,307.3,78.7,140.4,0.415416667,0.510636518,0.426475863,0.476386574,0.552501834,0.502132188,0.525947147,0.535455551,0.44864067,0.525567893,32094,678,834.816,4.603283503,3,29,1,24,14,3.25,89.5,1,27.125,38.5,1.054920168,1.194243275,0,1.960743578,1.937220142,0.000358372,0.174240252,7.16743E-05,0.023222477,0.007095757,33944,3539,4426.626422,7.082085024,1176,670,1458.85124,815.9220779,6.037808071,5.590364058,0.416737268,0.179092535,24.19
558AT,558,Dogleg,20.02.19,Rehab,A,T,765,989.39,10.65,452.59,4,2,6.66,0,0,0,0,4,4,2,2,97,5,1.5,2,67,15,3,5,73.17567568,61.81451613,53.84615385,2,0,0,5,0,15,70,0,0,5,85,1.61,1.2,0.83,4.95,0.375675193,13.17627592,22.57274241,6.19,91,15.90301098,1.210819216,3.515810647,2.285431528,0.65681789,2.540245751,0.189413898,0.357039815,0.430427865,390,155,39,1,92,32,2.7,3,24,2,1,8,4,11.7,43.3,10.9,6,37,15.1,108.5,0.422291667,0.523087175,0.581263301,0.598796686,0.677683701,0.703076114,0.672256256,0.611311719,0.407193147,0.523207258,30117,618,808,4.574175714,4,29,2,26,11,4.25,41.5,2,42.66666667,26,0.950748927,1.703663005,0.653418195,1.876677407,1.464723845,0.001146789,0.178254014,0.001791858,0.034977064,0.011826261,32843,3650,4710.172043,7.125912511,1239,745,1547.166667,946.9448276,6.096705056,5.717451204,0.40167561,0.200790737,5.95
558BO,558,Dogleg,20.02.19,Rehab,B,O,765,989.39,10.65,452.59,5,2,6.66,0,0,0,0,4,4,2,1,75,4,1.5,2,89,12,3,4,69.7972973,55.76612903,46.15384615,10,0,0,10,5,0,65,0,1,15,65,3.4,3.01,1.73,10.02,0.638698963,15.68814196,36.29161815,6.32,129.8,26.28819551,2.803050217,7.492805196,3.638438942,1.560476987,1.731736703,0.19523536,1.011970708,0.135868348,404,123,63,3,88,39,4.9,3,55,4,2,16,8,22.6,168,45.1,82.9,171.7,40.8,225.4,0.415416667,0.514717991,0.609402767,0.620280253,0.67028515,0.671884395,0.648663403,0.581908336,0.425567894,0.568095513,25109,640,783.3628319,4.498563469,1,37,3,31,11,1,49.5,3,43.1,15,0,1.243372311,1.053939822,2.195119045,1.949202791,7.16743E-05,0.2421875,0.002723624,0.027522936,0.004300459,34707,3864,4974.05,7.274475101,1317,776,1658.860465,1003.755172,6.283074796,5.782275286,0.401157865,0.205874047,15.01
558BT,558,Dogleg,20.02.19,Rehab,B,T,765,989.39,10.65,452.59,3,2,6.66,0,0,0,0,4,4,2,1,82,5,1.5,2,78,15,3,3,73.17567568,57.78225806,48.71794872,18,0,0,0,0,0,80,0,0,0,80,1.93,1.41,0.96,5.51,0.370238979,14.88227961,50.09207039,5.95,138.5,27.32339056,3.375691927,5.968068975,4.089154833,1.692167587,2.535286677,0.825646506,0.771691779,0.216353717,445,130,82,8,89,47,5.1,4,51,3,3,12,12,11.8,183,33.6,68.2,169.1,9.5,189.9,0.422291667,0.477519767,0.505851975,0.422388731,0.518894789,0.53678114,0.5165812,0.440281319,0.403699946,0.471178395,32826,580,741.9521739,4.138537803,3,26,0,24,5,5,38.25,0,39.125,5.166666667,1.039720771,2.089001083,0,1.998302762,1.467733929,0.000286697,0.163775803,0,0.01462156,0.000860092,26663,3730,4552.318421,7.266652124,1255,832,1499.915254,1012,6.217978772,5.996589931,0.400969594,0.215522922,9.22
558CO,558,Dogleg,20.02.19,Rehab,C,O,765,989.39,10.65,452.59,2,2,6.66,0,0,0,0,4,4,3,1,80,5,1.5,2,37,15,3,3,73.17567568,55.76612903,46.15384615,8,0,0,2,10,15,35,0,1,12,50,1.05,0.81,0.42,2.91,0.256324802,11.35278355,18.09373456,5.87,62.3,22.09794453,2.729744101,4.636130277,3.389220941,1.245300321,2.337853955,0.235876056,0.653250401,0.258837892,398,69,39,1,65,48,3.1,3,37,0,0,0,0,20.5,148.3,45.9,75.9,121.6,20.3,215.6,0.36375,0.5186391,0.526383439,0.505151216,0.562305836,0.618771504,0.720205842,0.455088174,0.377962588,0.590676092,31833,593,739.3971963,4.082923067,2,22,2,26,15,2.5,28.25,2,30.08333333,47,0.636514168,1.283646848,0.362210557,1.801382835,0.311286839,0.000215023,0.154744839,0.001218463,0.023580849,0.160335436,29897,3906,4788.383273,7.362070228,1242,794,1527.012766,942.9054878,6.307598882,5.825665652,0.360538454,0.230113904,5.83
558CT,558,Dogleg,20.02.19,Rehab,C,T,765,989.39,10.65,452.59,2,2,6.66,0,0,0,0,4,4,2,1,92,5,1.5,2,42,15,3,4,73.17567568,55.76612903,46.15384615,8,0,0,0,0,15,35,0,0,0,50,1.81,1.62,0.89,5.39,0.401684819,13.41848074,27.61666174,6,66.5,28.07770007,3.192038512,7.267579195,3.810827591,1.685617219,1.946287706,0.821118454,0.816781929,0.152542233,611,133,47,6,99,91,3.6,5,40,20,3,80,12,36.8,231.4,78.1,303.8,292.8,29.8,134.3,0.365416667,0.633090661,0.901573314,0.881719275,0.958920512,0.95993299,0.962408013,0.865539826,0.672290473,0.793575408,36358,517,669.9090909,2.66826705,3,30,1,11,6,5,40.125,1,17.25,12,1.039720771,0.920194229,0,0.916596805,0.009316957,0.000286697,0.166212729,7.16743E-05,0.011539564,0.505662271,33898,3944,5030.313107,7.297850345,1256,829,1614.915354,1019.511628,6.24322941,5.776951924,0.347594841,0.243292855,10.2
558DO,558,Dogleg,20.02.19,Rehab,D,O,765,989.39,10.65,452.59,2,2,6.66,0,0,0,0,4,4,2,1,75,4,1.5,2,45,12,3,3,69.7972973,49.71774194,38.46153846,15,0,0,10,0,0,25,0,1.5,10,25,1.71,1.68,0.79,5.47,0.426158279,12.83560656,21.09222286,5.92,52.1,29.9447492,4.018503599,6.638203254,4.171579326,1.80161421,3.566832363,0.178240345,0.790148155,0.279826724,271,65,59,4,61,34,1.7,4,31,2,1,8,4,52.8,1098.2,108.4,307.3,663.1,92.2,335.8,0.36375,0.499646942,0.714548004,0.848511922,0.921992274,0.953047187,0.859376093,0.86544935,0.588300234,0.745863253,32651,579,715.3783784,4.06235729,0,38,1,20,7,0,87,1,24.16666667,17,0,1.667819901,0,2.424863005,1.469453373,0,0.33643922,7.16743E-05,0.008027523,0.001433486,37741,3600,4614.081234,6.996680582,1159,792,1455.677215,979.1608187,6.125406815,5.191741211,0.356914243,0.297326556,5.08
558DT,558,Dogleg,20.02.19,Rehab,D,T,765,989.39,10.65,452.59,3,2,6.66,0,0,0,0,4,4,4,1,65,4,1.5,2,75,12,3,3,69.7972973,51.73387097,41.02564103,5,5,0,25,0,10,85,0,0,25,95,2.37,2.47,1.22,7.55,0.521539851,14.47636262,31.74000934,5.82,142.8,18.68322459,1.746031799,4.757395329,2.608717121,0.89770475,2.003183077,0.344686344,0.481415211,0.253918387,519,246,68,3,82,50,2.9,4,41,7,3,28,12,4.7,44.8,16.8,36.6,122.6,8.3,176.7,0.365416667,0.691554551,0.780705336,0.78431823,0.816173547,0.793749531,0.817822234,0.762013003,0.577547873,0.646082489,29274,573,732.0339806,4.226302264,0,31,0,25,8,0,87.25,0,41.66666667,8,0,1.714305846,0,1.592825705,0.625774741,0,0.240252294,0,0.042789564,0.021143922,39333,3694,4817.702564,7.115923193,1239,723,1617.479339,914.3648649,6.137173514,5.556935742,0.392638614,0.206862468,11.78
560AO,560,Deadman,19.02.19,Rehab,A,O,600,919.27,11.95,468.78,2,3,3.33,0,0,0,0,4,4,4,2,60,4,1.5,1.7,28,10.2,3,6,61.92567568,41.39112903,36.41025641,40,0,0,0,0,0,35,0,3.2,0,35,1.44,0.87,0.57,3.36,0.273557766,12.28259773,12.37475009,6.14,29.9,28.33488891,4.222773014,6.324398942,3.915879556,2.555384405,1.642898136,0.84915293,1.038332452,0.125917497,37,3,14,4,6,1,4.7,2,51,2,1,8,4,38,209.8,64.8,141.8,292.6,63.6,466.4,0.375416667,0.480850339,0.536498407,0.478328165,0.512346782,0.613349836,0.520850117,0.467053597,0.480811177,0.553116499,27008,471,594.6623377,3.775141164,9,25,2,24,8,27,35.125,2,34.66666667,12.5,1.908036835,1.493344356,0.325082973,2.235966165,1.843448997,0.001290138,0.372276376,0.001433486,0.026877867,0.002006881,29997,3358,4051.79931,7.16401673,1057,808,1247.214894,955.1114458,6.127353998,5.648850871,0.321707616,0.330085663,12.43
560AT,560,Deadman,19.02.19,Rehab,A,T,600,919.27,11.95,468.78,3,2,6.66,4,4,1,1,4,4,3,2,60,4,1.5,2,19,12,3,7,71.29807692,57.20149254,41.86046512,35,0,0,0,4,0,65,0,0,4,65,1.95,1.54,0.81,5.19,0.370151906,14.02127051,21.01506864,5.67,87.7,22.7213022,3.093148138,6.092087062,3.069873109,1.839330995,1.370485677,0.197960312,0.79161234,0.12536447,68,14,7,0.1,16,11,7,1,100,0,0,0,0,35.4,274,91.6,108,334.2,50.5,105.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18697,581,690.5052083,4.431527657,3,33,0,21,11,3,36,0,25,15.5,0.916464886,1.441165075,0,2.186854567,1.771255499,0.000788417,0.25731078,0,0.030533257,0.006092317,35001,3352,4424.367363,7.003450455,1247,682,1612.097046,896.122549,6.253254504,5.254886571,0.372164172,0.286359785,13.53
560BO,560,Deadman,19.02.19,Rehab,B,O,600,919.27,11.95,468.78,3,2,6.66,4,4,2,2,4,4,4,2,78,5,1.5,1.7,26,12.75,3,6,76.10576923,58.60074627,45.93023256,30,0,0,0,0,0,0,0,1.8,0,0,1.38,0.82,0.49,3.29,0.278599288,11.8090754,17.0246376,5.88,47.9,23.96989723,3.338154128,5.903481639,2.998868034,2.218707081,1.034327459,0.38515264,0.971179595,0.091792772,50,3,22,4,11,4,7,1,100,2,2,8,8,52.1,404.8,310.4,106.8,867,49.9,225.6,0.375416667,0.502042541,0.573076199,0.617512628,0.638182435,0.670698486,0.679601184,0.669760468,0.512070318,0.527981687,15914,541,634.0059524,4.274216051,13,35,1,19,9,19,38.5,1,43.5,9.5,2.21674392,1.384333013,0,2.140613767,1.852798393,0.002436927,0.286840596,0.000143349,0.030604931,0.005232225,33121,3594,4387.859375,7.279125575,1130,845,1372.306306,995.7438272,6.289862629,5.699589291,0.322554834,0.319683705,11.96
560BT,560,Deadman,19.02.19,Rehab,B,T,600,919.27,11.95,468.78,3,3,3.33,0,0,0,0,4,4,4,2,50,4,1.5,1.7,21,10.2,3,2,61.92567568,43.40725806,38.97435897,40,0,0,5,5,0,45,0,0,10,45,2.43,1.9,1.07,6.56,0.473604708,13.85121367,24.74895394,5.74,154.5,22.35976645,2.766850356,5.73642599,3.068003119,1.551536141,1.347778247,0.310408715,0.826541188,0.128035044,83,16,26,4,23,5,8,2,121,0,0,0,0,102.7,855.3,197.4,165.2,1292.9,148.7,354.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31691,584,724.8761905,4.192044744,6,27,1,23,15,10,29.5,1,36.5,51,1.732867951,1.756364121,0,2.118549552,0.093366723,0.000573394,0.071244266,7.16743E-05,0.027236239,0.221688647,36382,3791,4824.055855,7.334411207,1446,750,1804.964286,926.4691781,6.432991035,5.764881122,0.432269604,0.214440365,14.97
560CO,560,Deadman,19.02.19,Rehab,C,O,600,919.27,11.95,468.78,3,2,6.66,0,0,0,0,4,4,3,2,75,4,1.5,1.7,33,10.2,3,5,69.7972973,50.12096774,38.97435897,25,0,0,0,0,0,0,0,3,0,0,0.87,0.47,0.33,1.98,0.178572211,11.0879514,12.17474435,6.23,16.74,30.70558482,4.986257384,6.771905079,4.178161674,2.681216185,1.623811268,0.279018788,1.000762887,0.115306705,51,5,30,5,9,1.7,2.16,3,34,1,1,4,4,15.3,96.1,22.8,24.7,156.2,24.2,92.1,0.377708333,0.384298981,0.432136156,0.434222646,0.401801459,0.443971384,0.529258163,0.417676924,0.39549042,0.503165203,34690,705,919.7041667,4.354217602,15,34,1,26,12,17.57142857,56.5,1,34.16666667,12.16666667,2.608982242,1.749964927,0,2.266547381,1.768919949,0.001935206,0.240323968,0.000143349,0.025157683,0.007239106,50167,3622,4784.470149,7.146322885,1096,836,1453.855505,1068.32,6.108703165,5.559057297,0.311635131,0.309564153,10.91
560CT,560,Deadman,19.02.19,Rehab,C,T,600,919.27,11.95,468.78,3,2,6.66,3,3,10,2,4,4,2,1,80,5,1.5,2,28,15,3,2,71.29807692,59.06716418,48.8372093,10,0,0,0,0,0,10,0,0,0,10,1.52,1.21,0.65,4.2,0.353289346,11.88827246,28.73513641,5.74,60.1,21.18297156,2.1488909,5.121078127,2.805090857,1.006512076,2.191744934,0.930466758,0.551725316,0.254778731,247,109,26,6,42,26,4,1,50,3,1,12,4,13.5,172.9,32.2,35.3,80.9,21.1,100.7,0.44,0.408653693,0.470163478,0.43941947,0.492965574,0.614152895,0.476407825,0.452251461,0.411966615,0.447056847,38660,727,1100.411765,4.311665971,1,45,3,31,12,1,75.08333333,3,51.16666667,14.66666667,0,2.464790331,0.259912992,2.755650331,0.150566738,0.000143349,0.052537271,0.013904817,0.014263188,0.223265482,32039,3509,4445.368932,7.103989191,1161,707,1433.418552,886.7290076,5.981424082,5.754730567,0.394944931,0.215522922,14.36
560DO,560,Deadman,19.02.19,Rehab,D,O,600,919.27,11.95,468.78,2,3,3.33,0,0,0,0,4,4,2,1,90,5,1.5,1.7,25,12.75,3,3,65.30405405,44.51612903,40.38461538,10,0,0,0,0,0,30,0,1.8,0,30,1.34,1.1,0.53,3.23,0.275842692,11.70957251,19.57829292,5.78,51.4,35.9158445,5.384615532,7.414268829,5.14272928,2.377627968,3.141236558,0.776847105,1.315430386,0.204070915,232,20,24,4,27,39,6,2,81,3,1,12,4,12.5,109.7,21.5,23.9,182.1,23.3,196.7,0.377708333,0.439982783,0.544401163,0.573047867,0.588027618,0.629656255,0.631816339,0.566631411,0.448123121,0.523085641,20636,514,641.6818182,3.245281868,3,29,1,16,7,6,41.5,1,17.125,7.25,1.098612289,2.258060922,0,1.742116877,0.126129406,0.000215023,0.02709289,0.000143349,0.014693234,0.31565367,27584,3652,4483.066489,7.304524939,1102,733,1299.333333,934.3728814,6.209618042,5.700054107,0.334839499,0.252800527,12.85
560DT,560,Deadman,19.02.19,Rehab,D,T,600,919.27,11.95,468.78,3,2,6.66,0,0,0,0,4,4,2,1,92,5,1.5,1.7,33,12.75,3,3,73.17567568,53.24596774,42.94871795,8,20,0,0,0,0,60,0,0,0,60,1.74,1.31,0.72,4.83,0.364810351,13.23975589,20.35387468,5.62,76.6,26.03506451,3.002510707,6.28616412,3.805208617,1.325856548,3.061753135,0.234413157,0.616691477,0.271490905,343,14,30,2,22,20,9.8,2,61,0,0,0,0,148.4,1227.7,259.7,392.5,852,122,299.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20627,489,599.0064103,3.805072297,2,24,3,23,17,2.5,26.57142857,3,26.6,23.125,0.636514168,1.313665632,0.91101754,1.199639322,0.315862557,0.000215023,0.142488532,0.000931766,0.024799312,0.241470757,36551,3360,4272.053363,7.027836163,1275,582,1605.395197,717.3760331,6.033071338,5.636551321,0.468041043,0.15014591,7.88
561AO,561,Deadman,19.02.19,Reference,A,O,630,918.60,11.95,468.78,3,2,6.66,0,0,0,0,4,4,1,1,85,5,1.5,1.7,38,12.75,3,3,73.17567568,53.24596774,42.94871795,5,0,0,0,10,0,15,0,1.8,10,15,1.52,1,0.83,4.14,0.283151444,14.62115096,47.68637862,5.69,22.3,24.18540042,3.055111549,6.509554147,3.220407213,1.182113325,1.656913242,0.694483788,0.582541796,0.146364749,430,55,71,4,86,27,0.4,4,14,0,0,0,0,24.5,256.3,66.2,117.3,262.9,25.8,57.8,0.295416667,0.499185499,0.575016281,0.617688586,0.63195698,0.613094358,0.556669693,0.61401238,0.518393365,0.506413561,36245,539,745.1746988,3.817174546,3,37,1,10,7,3.5,43.75,1,11.5,10,0.955699891,1.525526945,0,2.015499856,0.540605981,0.00050172,0.442588876,0.000143349,0.002150229,0.012041284,38019,3197,4179.22082,6.770921536,883,714,1213.470588,913.9384615,5.483257158,5.517860311,0.324531677,0.270309705,7.78
561AT,561,Deadman,19.02.19,Reference,A,T,630,918.60,11.95,468.78,3,2,6.66,0,0,0,0,3,3,1,1,67,4,1.5,2,41,12,3,3,63.04054054,51.73387097,41.02564103,8,0,0,0,25,0,55,0,0,25,55,1.76,1.12,1.17,5.21,0.316413292,16.46580639,45.81652323,5.71,23.7,43.37749783,5.550177888,12.49067526,5.31537904,2.329686806,2.484444992,0.861484929,1.212475828,0.116926725,224,46,54,3,45,26,0.27,1,5,0,0,0,0,14,170.9,37,36.3,75.9,22.1,142.7,0.34375,0.585008918,0.688507736,0.743481067,0.78629786,0.836950243,0.814298699,0.761874469,0.597957615,0.610983614,45229,650,884.1621622,4.028108816,1,52,2,18,12,1,58.5,3,19.5,22.66666667,0,1.871697194,0.693147181,2.431679845,1.823170447,0.000143349,0.504587156,0.000143349,0.007382454,0.002078555,31041,3359,4229.263675,6.910206959,969,783,1133.665919,972.4421769,5.868324387,5.594250035,0.315682952,0.298079639,8.84
561BO,561,Deadman,19.02.19,Reference,B,O,630,918.60,11.95,468.78,4,2,6.66,0,0,0,0,2,3,1,1,45,3,1.5,1.7,30,7.65,3,4,56.28378378,44.97983871,32.43589744,5,0,0,0,50,0,55,0,1.2,50,55,1.48,0.88,0.79,4.07,0.289360618,14.06549386,78.80655579,6.02,41.3,25.05385154,3.170318352,6.629606003,3.467634774,1.389308804,1.53312646,0.229441263,0.771697775,0.130426037,144,33,53,0,17,20,0.22,1,5,0,0,0,0,5.9,167.7,28.3,150.9,233.2,12.6,133.8,0.295416667,0.549948789,0.622891245,0.700016704,0.760419704,0.807181228,0.74633404,0.751076248,0.619947408,0.616632745,27398,635,790.537234,4.774752443,5,31,3,13,11,6,41.66666667,3,17,17.25,1.522955068,1.888607872,0.600482908,1.387711362,1.052551472,0.000645069,0.223050459,0.005375573,0.014191514,0.007740826,41327,3668,4640.664024,7.044447781,1240,736,1531.030303,913.4150327,6.050946603,5.589403391,0.408029747,0.217076156,4.74
561BT,561,Deadman,19.02.19,Reference,B,T,630,918.60,11.95,468.78,2,2,6.66,0,0,0,0,4,4,2,2,80,5,1.5,2,92,15,3,4,73.17567568,57.78225806,48.71794872,20,0,0,0,0,45,40,0,0,0,85,2.25,1.45,1.28,6.5,0.372430866,17.45290362,61.87807147,6.23,35.4,33.44929742,4.431590157,9.506946545,4.468274575,2.032694416,1.458318729,0.780574804,1.236835471,0.087805112,470,270,71,2,68,26,0.49,1,5,4,2,16,8,7.8,182.5,30.8,173.5,281.5,19.4,148.4,0.34375,0.544763562,0.64746137,0.689872641,0.687195779,0.679569491,0.705936519,0.646914848,0.538443209,0.541639115,30888,723,905.4950495,4.720820485,6,45,3,17,15,6.666666667,55.5625,3,21,19.16666667,1.626020692,1.359401698,0.836774226,2.421259008,1.820154601,0.000931766,0.196172592,0.001576835,0.005303899,0.008099197,35999,3580,4569.858179,6.987496075,1192,787,1540.06278,1029.648649,6.026980242,5.77388814,0.390661772,0.214063824,12.46
561CO,561,Deadman,19.02.19,Reference,C,O,630,918.60,11.95,468.78,2,2,6.66,0,0,0,0,4,4,3,2,75,4,1.5,1.7,71,10.2,3,8,69.7972973,48.10483871,36.41025641,25,0,0,0,0,25,75,0,4.5,0,100,1.3,0.57,0.74,3.24,0.237019108,13.66978397,62.14223788,6.38,28.9,30.63841749,4.17138104,9.124043229,4.006516814,2.029760012,1.363256031,0.173366702,1.146802298,0.086266859,582,179,69,47,56,33,6.6,1,100,0,0,0,0,4,23.8,5.8,6.3,38.7,6.2,196.7,0.329791667,0.509363826,0.594100318,0.638292468,0.647306725,0.621637381,0.520504486,0.597325945,0.491619729,0.528682776,27683,728,902.724,4.762806813,3,42,1,13,10,4,52.5625,1,15.25,18,0.950270539,1.696643582,0,2.173801425,1.863568747,0.000358372,0.233944954,0.001791858,0.005447248,0.003081995,35157,3668,4747.840241,7.088828636,1106,868,1402.421053,1076.790698,6.134287778,5.77314753,0.326555587,0.284194672,10.02
561CT,561,Deadman,19.02.19,Reference,C,T,630,918.60,11.95,468.78,3,2,6.66,0,0,0,0,4,4,4,2,65,4,1.5,2,75,12,3,4,69.7972973,53.75,43.58974359,35,0,0,0,0,10,45,0,0,0,55,1.39,0.77,0.74,3.6,0.248835197,14.46740672,35.9864447,6.03,27.3,28.03355141,3.70607844,7.824495366,3.850323139,1.461292698,1.343444496,0.28426028,0.78889246,0.098186419,638,91,81,13,52,46,5.3,4,43,5,3,20,12,15.8,157.7,59.2,96.2,231.2,22.6,92.4,0.32,0.640178886,0.777025156,0.823887205,0.833973085,0.855658723,0.792975112,0.759376096,0.588663349,0.695395594,35157,567,720.125,4.265137828,2,40,1,18,10,2.5,58,1,28.66666667,12.25,0.636514168,2.016303963,0,2.229361043,1.602992688,0.000215023,0.449541284,0.000860092,0.007454128,0.006665711,36829,3268,4249.102041,6.85513453,956,728,1218.31044,904.9601449,5.795030108,5.450023072,0.324013932,0.272427751,7.46
